decision,simulation,incremental_profit_usd,roi
Hibrido certificado,7174,-129359.4,-0.924
Ventana conservadora,7175,67926.02,3.7737
Arbitraje agresivo,7175,-27060.65,-0.2848
Servicios de regulacion,7175,-20163.87,-0.7201
Hibrido certificado,7175,-90513.66,-0.6465
Ventana conservadora,7176,51749.47,2.875
Arbitraje agresivo,7176,-35982.92,-0.3788
Servicios de regulacion,7176,-16217.06,-0.5792
Hibrido certificado,7176,-123434.39,-0.8817
Ventana conservadora,7177,61460.25,3.4145
Arbitraje agresivo,7177,-34631.86,-0.3645
Servicios de regulacion,7177,-18406.26,-0.6574
Hibrido certificado,7177,-131264.06,-0.9376
Ventana conservadora,7178,44919.19,2.4955
Arbitraje agresivo,7178,-37812.17,-0.398
Servicios de regulacion,7178,-24369.52,-0.8703
Hibrido certificado,7178,-156743.23,-1.1196
Ventana conservadora,7179,57992.87,3.2218
Arbitraje agresivo,7179,-655.31,-0.0069
Servicios de regulacion,7179,-16082.0,-0.5744
Hibrido certificado,7179,-133463.99,-0.9533
Ventana conservadora,7180,57998.76,3.2222
Arbitraje agresivo,7180,-5197.4,-0.0547
Servicios de regulacion,7180,-14950.03,-0.5339
Hibrido certificado,7180,-146486.68,-1.0463
Ventana conservadora,7181,50811.69,2.8229
Arbitraje agresivo,7181,-609.7,-0.0064
Servicios de regulacion,7181,-21017.15,-0.7506
Hibrido certificado,7181,-130458.25,-0.9318
Ventana conservadora,7182,52415.6,2.912
Arbitraje agresivo,7182,-54410.19,-0.5727
Servicios de regulacion,7182,-27160.61,-0.97
Hibrido certificado,7182,-124703.95,-0.8907
Ventana conservadora,7183,60187.91,3.3438
Arbitraje agresivo,7183,-44890.11,-0.4725
Servicios de regulacion,7183,-16427.89,-0.5867
Hibrido certificado,7183,94589.98,0.6756
Ventana conservadora,7184,52179.05,2.8988
Arbitraje agresivo,7184,-33572.43,-0.3534
Servicios de regulacion,7184,-13409.26,-0.4789
Hibrido certificado,7184,-98817.31,-0.7058
Ventana conservadora,7185,62532.01,3.474
Arbitraje agresivo,7185,-37911.35,-0.3991
Servicios de regulacion,7185,-16396.59,-0.5856
Hibrido certificado,7185,-126270.52,-0.9019
Ventana conservadora,7186,62131.15,3.4517
Arbitraje agresivo,7186,11932.2,0.1256
Servicios de regulacion,7186,-20283.99,-0.7244
Hibrido certificado,7186,-94316.59,-0.6737
Ventana conservadora,7187,54149.23,3.0083
Arbitraje agresivo,7187,-48943.19,-0.5152
Servicios de regulacion,7187,-23370.94,-0.8347
Hibrido certificado,7187,-164103.95,-1.1722
Ventana conservadora,7188,67985.39,3.777
Arbitraje agresivo,7188,-18922.72,-0.1992
Servicios de regulacion,7188,-17276.79,-0.617
Hibrido certificado,7188,-70662.41,-0.5047
Ventana conservadora,7189,87642.71,4.869
Arbitraje agresivo,7189,-43966.13,-0.4628
Servicios de regulacion,7189,-18521.91,-0.6615
Hibrido certificado,7189,-114204.72,-0.8157
Ventana conservadora,7190,71376.68,3.9654
Arbitraje agresivo,7190,-35185.03,-0.3704
Servicios de regulacion,7190,-15746.43,-0.5624
Hibrido certificado,7190,-124400.96,-0.8886
Ventana conservadora,7191,53025.23,2.9458
Arbitraje agresivo,7191,-52895.67,-0.5568
Servicios de regulacion,7191,-22240.96,-0.7943
Hibrido certificado,7191,-155535.58,-1.111
Ventana conservadora,7192,47511.47,2.6395
Arbitraje agresivo,7192,-36557.28,-0.3848
Servicios de regulacion,7192,-14357.73,-0.5128
Hibrido certificado,7192,-121414.93,-0.8672
Ventana conservadora,7193,74965.92,4.1648
Arbitraje agresivo,7193,-40375.34,-0.425
Servicios de regulacion,7193,-18722.39,-0.6687
Hibrido certificado,7193,-137778.36,-0.9841
Ventana conservadora,7194,47453.48,2.6363
Arbitraje agresivo,7194,-14783.7,-0.1556
Servicios de regulacion,7194,-23722.51,-0.8472
Hibrido certificado,7194,-125342.72,-0.8953
Ventana conservadora,7195,45541.05,2.5301
Arbitraje agresivo,7195,-9865.34,-0.1038
Servicios de regulacion,7195,-20136.06,-0.7191
Hibrido certificado,7195,-128931.63,-0.9209
Ventana conservadora,7196,50779.65,2.8211
Arbitraje agresivo,7196,-35918.75,-0.3781
Servicios de regulacion,7196,-25769.91,-0.9204
Hibrido certificado,7196,-148470.71,-1.0605
Ventana conservadora,7197,57140.64,3.1745
Arbitraje agresivo,7197,-73144.19,-0.7699
Servicios de regulacion,7197,-12638.53,-0.4514
Hibrido certificado,7197,-135534.35,-0.9681
Ventana conservadora,7198,63592.4,3.5329
Arbitraje agresivo,7198,-39886.96,-0.4199
Servicios de regulacion,7198,-19749.26,-0.7053
Hibrido certificado,7198,-143438.26,-1.0246
Ventana conservadora,7199,63348.27,3.5193
Arbitraje agresivo,7199,-49929.29,-0.5256
Servicios de regulacion,7199,-19627.85,-0.701
Hibrido certificado,7199,-143855.76,-1.0275
Ventana conservadora,7200,60706.46,3.3726
Arbitraje agresivo,7200,-37153.32,-0.3911
Servicios de regulacion,7200,-5466.71,-0.1952
Hibrido certificado,7200,-86136.35,-0.6153
Ventana conservadora,7201,51898.42,2.8832
Arbitraje agresivo,7201,-71092.18,-0.7483
Servicios de regulacion,7201,-16572.54,-0.5919
Hibrido certificado,7201,-153043.17,-1.0932
Ventana conservadora,7202,46667.19,2.5926
Arbitraje agresivo,7202,-41948.6,-0.4416
Servicios de regulacion,7202,-17925.83,-0.6402
Hibrido certificado,7202,-111661.86,-0.7976
Ventana conservadora,7203,48317.27,2.6843
Arbitraje agresivo,7203,-41109.74,-0.4327
Servicios de regulacion,7203,-17223.44,-0.6151
Hibrido certificado,7203,-145531.97,-1.0395
Ventana conservadora,7204,57809.65,3.2116
Arbitraje agresivo,7204,-58147.95,-0.6121
Servicios de regulacion,7204,-17452.84,-0.6233
Hibrido certificado,7204,84110.07,0.6008
Ventana conservadora,7205,48948.6,2.7194
Arbitraje agresivo,7205,-50539.94,-0.532
Servicios de regulacion,7205,-18703.82,-0.668
Hibrido certificado,7205,-92144.2,-0.6582
Ventana conservadora,7206,58568.28,3.2538
Arbitraje agresivo,7206,-42544.67,-0.4478
Servicios de regulacion,7206,-20079.4,-0.7171
Hibrido certificado,7206,-151535.4,-1.0824
Ventana conservadora,7207,57403.54,3.1891
Arbitraje agresivo,7207,-15838.07,-0.1667
Servicios de regulacion,7207,-13117.64,-0.4685
Hibrido certificado,7207,-124566.85,-0.8898
Ventana conservadora,7208,53848.56,2.9916
Arbitraje agresivo,7208,-58362.81,-0.6143
Servicios de regulacion,7208,-16214.91,-0.5791
Hibrido certificado,7208,-114378.88,-0.817
Ventana conservadora,7209,64666.76,3.5926
Arbitraje agresivo,7209,13143.33,0.1384
Servicios de regulacion,7209,-11407.42,-0.4074
Hibrido certificado,7209,-135921.68,-0.9709
Ventana conservadora,7210,52102.28,2.8946
Arbitraje agresivo,7210,-40648.69,-0.4279
Servicios de regulacion,7210,-15802.6,-0.5644
Hibrido certificado,7210,-121214.04,-0.8658
Ventana conservadora,7211,62950.09,3.4972
Arbitraje agresivo,7211,-2979.82,-0.0314
Servicios de regulacion,7211,-28362.96,-1.013
Hibrido certificado,7211,-153273.71,-1.0948
Ventana conservadora,7212,57221.1,3.179
Arbitraje agresivo,7212,16144.68,0.1699
Servicios de regulacion,7212,-16722.07,-0.5972
Hibrido certificado,7212,-136851.83,-0.9775
Ventana conservadora,7213,65523.23,3.6402
Arbitraje agresivo,7213,3434.78,0.0362
Servicios de regulacion,7213,-6739.11,-0.2407
Hibrido certificado,7213,-59959.9,-0.4283
Ventana conservadora,7214,49908.49,2.7727
Arbitraje agresivo,7214,-57978.95,-0.6103
Servicios de regulacion,7214,-19291.18,-0.689
Hibrido certificado,7214,-74460.39,-0.5319
Ventana conservadora,7215,54893.52,3.0496
Arbitraje agresivo,7215,25855.71,0.2722
Servicios de regulacion,7215,-22685.64,-0.8102
Hibrido certificado,7215,167064.47,1.1933
Ventana conservadora,7216,54609.39,3.0339
Arbitraje agresivo,7216,-29080.44,-0.3061
Servicios de regulacion,7216,-15317.67,-0.5471
Hibrido certificado,7216,-127028.68,-0.9073
Ventana conservadora,7217,58154.4,3.2308
Arbitraje agresivo,7217,-3856.29,-0.0406
Servicios de regulacion,7217,-24901.98,-0.8894
Hibrido certificado,7217,323676.93,2.312
Ventana conservadora,7218,46037.01,2.5576
Arbitraje agresivo,7218,-61558.56,-0.648
Servicios de regulacion,7218,-27366.67,-0.9774
Hibrido certificado,7218,-142001.12,-1.0143
Ventana conservadora,7219,64132.01,3.5629
Arbitraje agresivo,7219,-3815.65,-0.0402
Servicios de regulacion,7219,-28818.85,-1.0292
Hibrido certificado,7219,-102252.05,-0.7304
Ventana conservadora,7220,49776.79,2.7654
Arbitraje agresivo,7220,-28023.95,-0.295
Servicios de regulacion,7220,-17279.62,-0.6171
Hibrido certificado,7220,-162492.76,-1.1607
Ventana conservadora,7221,60249.52,3.3472
Arbitraje agresivo,7221,1311.95,0.0138
Servicios de regulacion,7221,-18401.41,-0.6572
Hibrido certificado,7221,-137348.71,-0.9811
Ventana conservadora,7222,60696.86,3.372
Arbitraje agresivo,7222,-68213.03,-0.718
Servicios de regulacion,7222,-14636.15,-0.5227
Hibrido certificado,7222,-147687.58,-1.0549
Ventana conservadora,7223,74021.95,4.1123
Arbitraje agresivo,7223,-70012.82,-0.737
Servicios de regulacion,7223,-5453.47,-0.1948
Hibrido certificado,7223,-118404.43,-0.8457
Ventana conservadora,7224,56276.87,3.1265
Arbitraje agresivo,7224,-62072.71,-0.6534
Servicios de regulacion,7224,-9479.16,-0.3385
Hibrido certificado,7224,-133887.0,-0.9563
Ventana conservadora,7225,63576.05,3.532
Arbitraje agresivo,7225,-18101.31,-0.1905
Servicios de regulacion,7225,-22187.2,-0.7924
Hibrido certificado,7225,-124824.24,-0.8916
Ventana conservadora,7226,56468.55,3.1371
Arbitraje agresivo,7226,-89658.4,-0.9438
Servicios de regulacion,7226,-30829.44,-1.1011
Hibrido certificado,7226,-132425.08,-0.9459
Ventana conservadora,7227,52990.71,2.9439
Arbitraje agresivo,7227,-64526.99,-0.6792
Servicios de regulacion,7227,-19911.75,-0.7111
Hibrido certificado,7227,-76533.42,-0.5467
Ventana conservadora,7228,54407.43,3.0226
Arbitraje agresivo,7228,-72242.32,-0.7604
Servicios de regulacion,7228,-30430.79,-1.0868
Hibrido certificado,7228,-111143.73,-0.7939
Ventana conservadora,7229,72001.61,4.0001
Arbitraje agresivo,7229,-12557.98,-0.1322
Servicios de regulacion,7229,-16433.16,-0.5869
Hibrido certificado,7229,45097.81,0.3221
Ventana conservadora,7230,51878.89,2.8822
Arbitraje agresivo,7230,4647.24,0.0489
Servicios de regulacion,7230,-15343.94,-0.548
Hibrido certificado,7230,-122756.25,-0.8768
Ventana conservadora,7231,63657.48,3.5365
Arbitraje agresivo,7231,-45473.45,-0.4787
Servicios de regulacion,7231,-18153.76,-0.6483
Hibrido certificado,7231,508461.13,3.6319
Ventana conservadora,7232,56281.77,3.1268
Arbitraje agresivo,7232,-40480.23,-0.4261
Servicios de regulacion,7232,-17635.6,-0.6298
Hibrido certificado,7232,-109249.17,-0.7804
Ventana conservadora,7233,66393.49,3.6885
Arbitraje agresivo,7233,-63484.4,-0.6683
Servicios de regulacion,7233,-16279.9,-0.5814
Hibrido certificado,7233,-138306.7,-0.9879
Ventana conservadora,7234,73224.05,4.068
Arbitraje agresivo,7234,2512.4,0.0264
Servicios de regulacion,7234,-18397.32,-0.657
Hibrido certificado,7234,-108458.01,-0.7747
Ventana conservadora,7235,56231.36,3.124
Arbitraje agresivo,7235,-89379.4,-0.9408
Servicios de regulacion,7235,-24710.72,-0.8825
Hibrido certificado,7235,-134415.54,-0.9601
Ventana conservadora,7236,57451.27,3.1917
Arbitraje agresivo,7236,-35967.72,-0.3786
Servicios de regulacion,7236,-10528.86,-0.376
Hibrido certificado,7236,-142666.05,-1.019
Ventana conservadora,7237,46765.78,2.5981
Arbitraje agresivo,7237,7205.68,0.0758
Servicios de regulacion,7237,-14146.32,-0.5052
Hibrido certificado,7237,-128995.89,-0.9214
Ventana conservadora,7238,65310.76,3.6284
Arbitraje agresivo,7238,-62332.25,-0.6561
Servicios de regulacion,7238,-25501.21,-0.9108
Hibrido certificado,7238,-135893.64,-0.9707
Ventana conservadora,7239,66349.58,3.6861
Arbitraje agresivo,7239,-45144.55,-0.4752
Servicios de regulacion,7239,-13116.24,-0.4684
Hibrido certificado,7239,-106249.4,-0.7589
Ventana conservadora,7240,59852.93,3.3252
Arbitraje agresivo,7240,-49945.98,-0.5257
Servicios de regulacion,7240,-16606.42,-0.5931
Hibrido certificado,7240,-78216.87,-0.5587
Ventana conservadora,7241,53084.1,2.9491
Arbitraje agresivo,7241,-13661.6,-0.1438
Servicios de regulacion,7241,-14929.59,-0.5332
Hibrido certificado,7241,-108073.35,-0.772
Ventana conservadora,7242,46874.32,2.6041
Arbitraje agresivo,7242,-12876.46,-0.1355
Servicios de regulacion,7242,-13090.06,-0.4675
Hibrido certificado,7242,-138036.86,-0.986
Ventana conservadora,7243,59777.8,3.321
Arbitraje agresivo,7243,-1484.19,-0.0156
Servicios de regulacion,7243,-26933.47,-0.9619
Hibrido certificado,7243,-164013.15,-1.1715
Ventana conservadora,7244,56506.94,3.1393
Arbitraje agresivo,7244,-25998.12,-0.2737
Servicios de regulacion,7244,-10287.54,-0.3674
Hibrido certificado,7244,-120060.9,-0.8576
Ventana conservadora,7245,64847.25,3.6026
Arbitraje agresivo,7245,-27951.59,-0.2942
Servicios de regulacion,7245,-17499.56,-0.625
Hibrido certificado,7245,-102280.11,-0.7306
Ventana conservadora,7246,62293.09,3.4607
Arbitraje agresivo,7246,-23576.07,-0.2482
Servicios de regulacion,7246,-23625.73,-0.8438
Hibrido certificado,7246,-155860.81,-1.1133
Ventana conservadora,7247,54199.19,3.0111
Arbitraje agresivo,7247,-21437.6,-0.2257
Servicios de regulacion,7247,-17700.65,-0.6322
Hibrido certificado,7247,-149813.77,-1.0701
Ventana conservadora,7248,62502.53,3.4724
Arbitraje agresivo,7248,-19692.84,-0.2073
Servicios de regulacion,7248,-17927.09,-0.6403
Hibrido certificado,7248,-146231.9,-1.0445
Ventana conservadora,7249,61832.25,3.4351
Arbitraje agresivo,7249,-18505.43,-0.1948
Servicios de regulacion,7249,-19432.32,-0.694
Hibrido certificado,7249,-115606.75,-0.8258
Ventana conservadora,7250,52004.37,2.8891
Arbitraje agresivo,7250,-57527.21,-0.6055
Servicios de regulacion,7250,-21818.68,-0.7792
Hibrido certificado,7250,-118553.9,-0.8468
Ventana conservadora,7251,56284.36,3.1269
Arbitraje agresivo,7251,-47999.26,-0.5053
Servicios de regulacion,7251,-22138.81,-0.7907
Hibrido certificado,7251,-116828.65,-0.8345
Ventana conservadora,7252,59811.76,3.3229
Arbitraje agresivo,7252,241.91,0.0025
Servicios de regulacion,7252,-16408.79,-0.586
Hibrido certificado,7252,-121864.28,-0.8705
Ventana conservadora,7253,59920.67,3.3289
Arbitraje agresivo,7253,-4972.24,-0.0523
Servicios de regulacion,7253,-14643.58,-0.523
Hibrido certificado,7253,-139676.68,-0.9977
Ventana conservadora,7254,53542.76,2.9746
Arbitraje agresivo,7254,-61894.15,-0.6515
Servicios de regulacion,7254,-20541.52,-0.7336
Hibrido certificado,7254,-117937.29,-0.8424
Ventana conservadora,7255,57270.47,3.1817
Arbitraje agresivo,7255,-62133.85,-0.654
Servicios de regulacion,7255,-23596.54,-0.8427
Hibrido certificado,7255,-109678.12,-0.7834
Ventana conservadora,7256,44318.19,2.4621
Arbitraje agresivo,7256,-9074.88,-0.0955
Servicios de regulacion,7256,-16526.47,-0.5902
Hibrido certificado,7256,-149768.05,-1.0698
Ventana conservadora,7257,50403.74,2.8002
Arbitraje agresivo,7257,-31928.66,-0.3361
Servicios de regulacion,7257,-14956.53,-0.5342
Hibrido certificado,7257,-173695.99,-1.2407
Ventana conservadora,7258,74050.56,4.1139
Arbitraje agresivo,7258,-44960.32,-0.4733
Servicios de regulacion,7258,-14739.47,-0.5264
Hibrido certificado,7258,-131608.93,-0.9401
Ventana conservadora,7259,51906.49,2.8837
Arbitraje agresivo,7259,-40166.6,-0.4228
Servicios de regulacion,7259,-18956.05,-0.677
Hibrido certificado,7259,-112922.18,-0.8066
Ventana conservadora,7260,64401.08,3.5778
Arbitraje agresivo,7260,-55263.88,-0.5817
Servicios de regulacion,7260,-13894.46,-0.4962
Hibrido certificado,7260,-19277.76,-0.1377
Ventana conservadora,7261,68721.27,3.8178
Arbitraje agresivo,7261,-7291.06,-0.0767
Servicios de regulacion,7261,-11951.85,-0.4269
Hibrido certificado,7261,-121948.26,-0.8711
Ventana conservadora,7262,69117.48,3.8399
Arbitraje agresivo,7262,-16353.07,-0.1721
Servicios de regulacion,7262,-16865.46,-0.6023
Hibrido certificado,7262,-113314.3,-0.8094
Ventana conservadora,7263,51759.96,2.8756
Arbitraje agresivo,7263,-5061.18,-0.0533
Servicios de regulacion,7263,-21843.11,-0.7801
Hibrido certificado,7263,-135895.85,-0.9707
Ventana conservadora,7264,73557.72,4.0865
Arbitraje agresivo,7264,-56205.81,-0.5916
Servicios de regulacion,7264,-16571.68,-0.5918
Hibrido certificado,7264,-100621.76,-0.7187
Ventana conservadora,7265,65710.68,3.6506
Arbitraje agresivo,7265,7662.29,0.0807
Servicios de regulacion,7265,-14422.41,-0.5151
Hibrido certificado,7265,-149568.19,-1.0683
Ventana conservadora,7266,51218.24,2.8455
Arbitraje agresivo,7266,-89742.27,-0.9447
Servicios de regulacion,7266,-22201.99,-0.7929
Hibrido certificado,7266,66932.95,0.4781
Ventana conservadora,7267,43539.53,2.4189
Arbitraje agresivo,7267,-29881.48,-0.3145
Servicios de regulacion,7267,-14528.43,-0.5189
Hibrido certificado,7267,-138781.06,-0.9913
Ventana conservadora,7268,64165.63,3.5648
Arbitraje agresivo,7268,-33705.22,-0.3548
Servicios de regulacion,7268,-23782.88,-0.8494
Hibrido certificado,7268,-147724.8,-1.0552
Ventana conservadora,7269,57837.76,3.2132
Arbitraje agresivo,7269,-13727.98,-0.1445
Servicios de regulacion,7269,-17002.35,-0.6072
Hibrido certificado,7269,-169200.24,-1.2086
Ventana conservadora,7270,59967.49,3.3315
Arbitraje agresivo,7270,-67627.79,-0.7119
Servicios de regulacion,7270,-24808.51,-0.886
Hibrido certificado,7270,-140041.75,-1.0003
Ventana conservadora,7271,51965.24,2.887
Arbitraje agresivo,7271,-11370.06,-0.1197
Servicios de regulacion,7271,-17153.09,-0.6126
Hibrido certificado,7271,-133231.76,-0.9517
Ventana conservadora,7272,49196.26,2.7331
Arbitraje agresivo,7272,-31936.38,-0.3362
Servicios de regulacion,7272,-24885.17,-0.8888
Hibrido certificado,7272,-74044.15,-0.5289
Ventana conservadora,7273,58982.19,3.2768
Arbitraje agresivo,7273,-49267.52,-0.5186
Servicios de regulacion,7273,-15149.49,-0.5411
Hibrido certificado,7273,-123328.09,-0.8809
Ventana conservadora,7274,57901.03,3.2167
Arbitraje agresivo,7274,-42026.86,-0.4424
Servicios de regulacion,7274,-20344.46,-0.7266
Hibrido certificado,7274,-138852.33,-0.9918
Ventana conservadora,7275,55468.13,3.0816
Arbitraje agresivo,7275,-24382.78,-0.2567
Servicios de regulacion,7275,-24919.89,-0.89
Hibrido certificado,7275,-139844.63,-0.9989
Ventana conservadora,7276,53563.41,2.9757
Arbitraje agresivo,7276,-53845.17,-0.5668
Servicios de regulacion,7276,-21790.82,-0.7782
Hibrido certificado,7276,-119456.08,-0.8533
Ventana conservadora,7277,67764.5,3.7647
Arbitraje agresivo,7277,-66874.82,-0.7039
Servicios de regulacion,7277,-19691.43,-0.7033
Hibrido certificado,7277,160525.7,1.1466
Ventana conservadora,7278,65067.85,3.6149
Arbitraje agresivo,7278,-60910.58,-0.6412
Servicios de regulacion,7278,-14783.69,-0.528
Hibrido certificado,7278,-164580.54,-1.1756
Ventana conservadora,7279,68398.84,3.7999
Arbitraje agresivo,7279,3504.68,0.0369
Servicios de regulacion,7279,-19626.49,-0.7009
Hibrido certificado,7279,-139922.72,-0.9994
Ventana conservadora,7280,57156.51,3.1754
Arbitraje agresivo,7280,-60530.34,-0.6372
Servicios de regulacion,7280,-20006.66,-0.7145
Hibrido certificado,7280,-13003.19,-0.0929
Ventana conservadora,7281,55301.91,3.0723
Arbitraje agresivo,7281,-28692.27,-0.302
Servicios de regulacion,7281,-14453.59,-0.5162
Hibrido certificado,7281,-154482.7,-1.1034
Ventana conservadora,7282,63491.89,3.5273
Arbitraje agresivo,7282,-8679.65,-0.0914
Servicios de regulacion,7282,-23482.73,-0.8387
Hibrido certificado,7282,-23022.7,-0.1644
Ventana conservadora,7283,52720.08,2.9289
Arbitraje agresivo,7283,-58991.57,-0.621
Servicios de regulacion,7283,-18697.45,-0.6678
Hibrido certificado,7283,-111681.56,-0.7977
Ventana conservadora,7284,44804.09,2.4891
Arbitraje agresivo,7284,-67946.53,-0.7152
Servicios de regulacion,7284,-20246.05,-0.7231
Hibrido certificado,7284,-173168.77,-1.2369
Ventana conservadora,7285,45156.12,2.5087
Arbitraje agresivo,7285,-15766.05,-0.166
Servicios de regulacion,7285,-21118.5,-0.7542
Hibrido certificado,7285,-144542.78,-1.0324
Ventana conservadora,7286,50300.99,2.7945
Arbitraje agresivo,7286,-41527.85,-0.4371
Servicios de regulacion,7286,-19760.33,-0.7057
Hibrido certificado,7286,-81345.41,-0.581
Ventana conservadora,7287,55706.13,3.0948
Arbitraje agresivo,7287,-43018.42,-0.4528
Servicios de regulacion,7287,-11337.24,-0.4049
Hibrido certificado,7287,-120637.29,-0.8617
Ventana conservadora,7288,63484.66,3.5269
Arbitraje agresivo,7288,-46006.22,-0.4843
Servicios de regulacion,7288,-25306.17,-0.9038
Hibrido certificado,7288,-163551.57,-1.1682
Ventana conservadora,7289,44037.46,2.4465
